Keyword	Avg. monthly searches	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Searches: Mar 2022	Searches: Apr 2022	Searches: May 2022	Searches: Jun 2022	Searches: Jul 2022	Searches: Aug 2022	Searches: Sep 2022	Searches: Oct 2022	Searches: Nov 2022	Searches: Dec 2022	Searches: Jan 2023	Searches: Feb 2023	Searches: Mar 2023	Searches: Apr 2023	Searches: May 2023	Searches: Jun 2023	Searches: Jul 2023	Searches: Aug 2023	Searches: Sep 2023	Searches: Oct 2023	Searches: Nov 2023	Searches: Dec 2023	Searches: Jan 2024	Searches: Feb 2024	Searches: Mar 2024	Searches: Apr 2024	Searches: May 2024	Searches: Jun 2024	Searches: Jul 2024	Searches: Aug 2024	Searches: Sep 2024	Searches: Oct 2024	Searches: Nov 2024	Searches: Dec 2024	Searches: Jan 2025	Searches: Feb 2025	Searches: Mar 2025	Searches: Apr 2025	Searches: May 2025	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026
open course ware	9900	Low	15	0.378442	5.025011	9900	8100	8100	9900	8100	9900	9900	9900	8100	9900	9900	8100	9900	9900	9900	9900	9900	9900	9900	9900	9900	9900	9900	9900	12100	12100	12100	9900	12100	12100	12100	12100	12100	9900	12100	9900	12100	9900	9900	9900	9900	12100	12100	12100	9900	9900	9900	9900
open learning library mit	50	Low	12	0.857621	4.09686	40	30	30	20	30	40	20	40	20	30	70	50	30	30	50	50	50	40	40	30	30	40	40	50	40	40	70	70	90	70	70	50	70	40	50	50	50	70	40	30	30	40	40	50	30	50	70	50
open learning mit	170	Low	17	0.96	4.032632	110	110	90	90	90	1600	720	320	720	210	210	390	210	140	140	140	110	90	170	110	110	110	140	170	140	140	210	260	170	170	140	210	140	90	140	140	140	210	170	210	170	260	140	170	170	210	170	140
open moocs	9900	Low	32	0.31307	2.79	9900	9900	12100	9900	8100	9900	9900	9900	12100	9900	12100	9900	12100	9900	12100	12100	9900	9900	9900	9900	12100	9900	9900	8100	9900	12100	9900	8100	9900	8100	12100	9900	8100	6600	9900	8100	8100	8100	6600	6600	12100	8100	9900	18100	22200	9900	9900	6600
open university systems thinking	90	Medium	37	0.938789	6	90	70	50	70	90	110	70	90	70	70	90	70	110	70	70	70	110	110	110	110	90	70	90	90	90	90	70	70	70	70	70	90	90	70	110	90	90	90	90	90	90	90	140	90	70	70	110	70
open university systems thinking free course	10	Low	1			10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
opencourseware ocw	210	Low	21	0.51002	4.540136	70	50	30	30	40	40	40	20	40	40	70	40	40	30	90	110	170	90	70	110	70	90	90	110	110	110	140	90	110	140	110	170	110	110	140	110	170	110	110	90	90	170	880	260	210	170	170	110
operation management certificate	720	Medium	34	0.930084	9.42	880	720	880	880	720	880	720	720	720	720	880	720	880	880	1000	880	880	880	880	880	880	720	1000	880	880	880	1000	880	1300	1300	880	880	720	1000	1600	880	880	880	880	720	720	720	880	590	590	590	590	880
organizational design course	320	Medium	51	1.736574	6.2411	390	390	320	320	320	390	390	390	390	260	390	390	390	320	480	390	390	390	390	590	390	320	480	480	480	480	480	480	480	390	390	390	260	320	390	390	320	320	320	390	320	320	320	260	260	210	320	320
oxford strategic leadership programme	140	High	69	2.622699	16.071636	90	110	110	90	90	90	90	110	110	90	90	140	110	90	140	110	90	110	140	110	140	140	140	110	110	140	110	110	110	110	110	140	110	90	110	140	110	90	110	140	140	140	110	140	140	90	140	140
pega system architect	480	Low	7	0.31	4.58857	1000	880	1000	880	880	1000	880	880	880	720	880	720	880	720	880	720	880	720	590	720	590	590	720	720	590	590	720	590	880	590	590	590	480	480	480	480	590	480	590	590	720	480	480	480	390	390	390	320
phd systems thinking	70	Low	9	1.426435	8.76415	70	70	70	70	70	70	90	140	90	70	70	70	90	70	90	90	70	70	70	70	90	110	110	50	110	110	110	50	70	50	70	110	90	70	90	70	70	70	90	70	50	50	70	90	70	40	110	90
platform engineering course	260	Medium	47	0.352285	2.462726	20	30	20	40	30	40	110	140	140	140	170	210	140	210	210	140	170	170	210	260	210	260	260	320	260	260	210	480	590	590	390	320	480	390	390	260	320	260	260	260	260	260	260	260	260	320	320	390
pm4ngos exam	20	Low	17			30	30	30	30	20	50	30	40	40	30	50	40	40	30	30	40	20	20	40	30	30	20	50	30	30	70	30	10	10	20	10	10	20	10	20	20	20	30	10	20	10	10	20	10	10	30	10	10
pmi certification	14800	Medium	61	0.43	4.003469	14800	14800	14800	14800	14800	14800	14800	14800	14800	12100	18100	18100	18100	14800	18100	14800	14800	18100	18100	18100	18100	14800	22200	18100	18100	18100	18100	14800	18100	18100	18100	27100	14800	12100	18100	18100	18100	14800	14800	14800	14800	14800	14800	12100	12100	9900	14800	12100
pmm course	140	Medium	39	0.711273	5.648042	90	50	320	320	260	210	210	110	70	70	90	50	70	210	260	210	170	110	140	110	70	90	110	110	110	210	210	170	170	110	140	140	110	70	110	110	140	390	260	210	170	90	90	90	110	110	110	90
pmo training	480	Low	31	0.872599	6.05567	480	480	590	480	480	590	720	720	590	480	590	590	590	480	480	480	480	480	590	590	590	390	590	590	480	480	880	1300	1600	1900	18100	9900	2900	1000	880	720	720	480	480	390	390	320	590	390	260	390	390	590
pmp	246000	Low	33	0.458803	3.052187	301000	246000	246000	246000	246000	301000	301000	301000	301000	246000	301000	301000	301000	246000	301000	301000	301000	301000	301000	301000	301000	301000	368000	301000	301000	301000	368000	301000	301000	301000	301000	301000	301000	246000	301000	301000	301000	301000	301000	246000	301000	246000	246000	246000	246000	246000	301000	246000
pmp certification	301000	Medium	48	0.820002	4.493942	246000	201000	201000	201000	201000	246000	201000	201000	201000	201000	246000	246000	246000	246000	246000	246000	246000	246000	246000	246000	246000	246000	301000	301000	301000	301000	301000	246000	301000	246000	246000	246000	246000	246000	301000	301000	301000	301000	301000	301000	301000	301000	301000	301000	301000	246000	301000	301000
pmp certification cost	27100	Medium	65	0.559375	3.190852	18100	22200	22200	27100	22200	27100	22200	22200	22200	22200	27100	27100	27100	27100	33100	27100	33100	33100	33100	33100	33100	33100	49500	40500	40500	49500	60500	40500	40500	40500	40500	33100	49500	40500	49500	33100	33100	33100	33100	27100	33100	27100	27100	27100	22200	22200	27100	22200
pmp certification in ethiopia	30	Medium	38	0.030134	0.490313	90	90	90	50	70	90	70	90	40	50	70	40	40	30	50	40	50	70	90	70	110	90	50	50	40	50	70	70	90	50	20	30	30	40	40	50	50	30	30	50	30	40	30	40	20	40	20	30
pmp certification requirements	8100	Medium	54	0.565173	4.071827	8100	6600	6600	8100	8100	9900	8100	8100	8100	8100	12100	9900	9900	9900	9900	9900	9900	12100	9900	12100	9900	9900	14800	14800	12100	12100	12100	12100	12100	12100	12100	9900	9900	8100	12100	9900	12100	9900	9900	8100	8100	8100	8100	8100	6600	6600	8100	8100
pmp exam fee in pakistan	90	Low	32	0.064324	0.643433	70	20	40	90	50	110	110	110	110	110	170	170	170	170	140	110	170	170	170	110	170	210	260	170	260	170	170	170	210	170	170	140	90	110	170	140	140	170	140	90	70	90	40	70	70	90	70	90
pmp islamabad	10	Low	20			10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	20	10	10	10	20	10	20	20	20	20	20	10	20	10	10	20	20	20	10	10	10	10	10	10	10	10	10	20	10	10
pmp online course	3600	Medium	55	1.516472	9.10807	2900	2900	2900	2900	2900	3600	2900	2900	2900	2900	3600	2900	2900	2400	2900	2400	2400	2900	2900	2900	2900	2900	3600	3600	3600	3600	3600	3600	5400	4400	3600	3600	4400	2900	4400	4400	4400	3600	3600	3600	4400	2900	4400	3600	2900	2900	3600	2900
pmp or prince2	2400	Low	14	0.44095	3.645852	3600	2900	2900	2900	2900	3600	3600	3600	3600	2900	3600	3600	3600	2900	3600	3600	3600	3600	3600	3600	2900	2900	3600	3600	3600	3600	3600	2900	3600	2900	2900	2900	2900	2400	3600	3600	3600	2900	2900	2400	2400	2400	2400	1900	1900	1600	2400	1900
pmp registration online	20	Medium	39	0.216284	1.457097	50	70	70	90	70	90	110	170	140	70	50	50	50	40	50	40	20	20	20	20	20	10	20	10	10	20	10	10	10	20	10	10	10	10	10	20	30	20	20	20	10	10	10	10	10	10	10	30
pmp training	6600	Medium	40	1.337793	12.94	8100	6600	6600	6600	6600	6600	6600	6600	6600	6600	8100	8100	6600	6600	6600	5400	8100	6600	8100	9900	8100	5400	8100	8100	6600	6600	6600	6600	6600	6600	6600	6600	5400	5400	6600	6600	8100	6600	5400	5400	5400	4400	8100	5400	5400	5400	6600	5400
primavera p6 course	4400	Medium	50	0.409327	4.335043	2400	1900	1900	2400	2400	2900	2400	2400	2400	1900	2400	2400	2900	2400	2900	2900	2900	3600	3600	3600	3600	2900	3600	3600	3600	3600	3600	3600	3600	3600	4400	4400	4400	4400	6600	4400	4400	4400	4400	3600	4400	3600	5400	3600	3600	4400	4400	5400
prince 2 certificate	18100	Medium	64	0.809748	5.552373	18100	18100	18100	18100	18100	18100	18100	18100	18100	18100	22200	22200	22200	18100	22200	18100	22200	22200	22200	22200	22200	18100	27100	22200	22200	22200	22200	22200	27100	18100	22200	22200	18100	18100	27100	27100	27100	22200	22200	18100	18100	18100	22200	18100	18100	14800	22200	18100
prince2 foundation certification	1600	Low	16	0.980671	6.592083	590	590	720	720	590	720	590	720	720	590	880	720	880	720	720	720	720	880	720	880	720	590	880	720	880	880	880	720	880	720	880	880	720	720	1000	1600	1900	1600	1300	1300	1300	880	2900	1300	880	1300	1900	2400
principles of system thinking	260	Low	7	0.587507	4	590	880	480	320	390	590	720	720	590	390	390	480	590	880	320	320	320	390	590	590	320	260	480	480	480	590	480	320	320	480	590	320	260	210	320	210	260	260	170	260	390	320	320	210	260	260	170	210
principles of systems	140	Low	4			390	260	320	210	210	210	390	320	260	260	260	260	390	260	210	170	210	260	170	210	210	170	210	210	170	260	260	170	170	140	170	170	210	170	140	140	140	140	110	140	110	140	170	90	140	110	110	110
problem solving	165000	Low	1	0.190644	1.93	201000	165000	201000	201000	165000	165000	246000	246000	201000	165000	201000	201000	201000	165000	201000	165000	165000	165000	201000	246000	201000	165000	201000	201000	201000	165000	165000	135000	135000	165000	165000	165000	165000	135000	165000	165000	165000	165000	165000	135000	135000	165000	201000	201000	165000	165000	201000	165000
problem solving course	880	Low	28	0.351357	2.914633	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1300	1000	1300	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1300	2900	2400	1300	1000	1300	1300	1300	1000	880	880	880	590	1300	720	590	480	590	590
problem solving in programming	320	Low	6	0.15354	1.654181	880	720	720	720	720	880	880	720	880	720	720	720	720	480	590	590	720	720	880	880	590	720	590	590	590	590	590	480	590	590	590	590	590	390	390	390	480	320	320	320	320	390	390	390	260	320	320	210
problem solving practice	320	Low	5	0.71	3.580891	320	320	390	390	320	480	480	480	390	320	480	390	390	320	320	320	260	320	480	390	320	260	320	320	390	320	320	320	320	590	590	390	320	260	260	320	320	260	320	210	390	320	390	260	260	260	320	260
problem solving presentations	140	Low	2			320	390	390	320	320	320	390	390	480	320	320	390	390	390	390	260	260	320	320	480	480	260	390	320	260	320	320	260	170	210	260	260	320	170	210	210	170	170	170	140	110	140	140	170	140	110	110	90
problem solving skills	27100	Low	2	0.04644	1.628019	60500	49500	49500	49500	40500	49500	60500	60500	60500	49500	60500	60500	60500	49500	49500	49500	49500	49500	60500	60500	49500	40500	49500	60500	60500	49500	49500	40500	40500	40500	40500	40500	40500	33100	40500	40500	40500	33100	33100	27100	27100	27100	27100	22200	22200	18100	22200	18100
problem solving techniques	12100	Low	1	0.187623	1.6	22200	18100	22200	22200	18100	22200	22200	22200	22200	18100	22200	18100	22200	18100	22200	18100	22200	22200	22200	22200	27100	18100	22200	22200	22200	22200	22200	18100	18100	18100	22200	18100	22200	18100	22200	14800	18100	14800	14800	14800	14800	12100	14800	12100	12100	9900	9900	9900
process modeling in system analysis and design	30	Low				90	110	140	170	170	140	170	110	110	140	210	210	110	140	110	110	110	90	90	90	70	50	50	70	70	90	110	110	110	50	50	50	50	40	30	30	50	50	90	30	10	20	10	30	20	10	10	10
product development courses	720	Medium	44	0.519999	5.631604	880	880	1000	1000	1000	1000	1000	880	880	880	1000	1000	1000	1000	1300	1000	1000	1000	1000	1000	1000	1000	1300	1300	1000	1000	1300	1300	1900	1300	1000	1000	1000	880	1000	880	880	880	720	880	880	720	880	720	590	590	720	720
product management bootcamps	210	Low	26	4.42	12.503028	70	90	50	90	50	70	70	40	50	50	70	70	70	70	50	90	50	90	70	40	50	70	90	70	70	50	70	50	50	50	40	40	40	40	90	110	170	170	110	110	110	90	880	110	90	480	70	70
product management certificate	5400	Medium	61	1.363586	8.229999	6600	6600	6600	6600	6600	6600	6600	6600	6600	5400	8100	6600	8100	6600	8100	6600	6600	8100	8100	8100	6600	6600	9900	8100	8100	8100	9900	12100	14800	12100	14800	12100	9900	8100	8100	8100	8100	6600	6600	6600	6600	5400	6600	5400	4400	4400	5400	5400
product management course	22200	Medium	61	0.577567	3.12	18100	18100	22200	22200	22200	22200	22200	22200	22200	18100	22200	18100	22200	22200	22200	22200	27100	22200	22200	22200	22200	22200	40500	33100	27100	27100	33100	33100	27100	22200	22200	22200	22200	22200	22200	22200	22200	22200	22200	22200	22200	22200	22200	18100	22200	22200	22200	18100
product management online course	880	Low	32	0.98	5.304995	880	880	1000	1000	1000	1300	1000	880	880	880	1000	880	1000	880	1000	880	720	880	880	1000	880	880	1000	1000	1000	1000	1000	880	1000	720	880	720	720	880	1000	880	1000	1000	1300	880	720	720	1600	590	480	590	720	1000
product management program	480	Medium	52	0.898451	9	320	320	390	390	480	480	390	320	320	390	390	320	320	320	320	320	320	320	320	390	320	480	480	390	480	480	390	480	390	390	390	390	320	260	390	480	590	590	590	390	320	390	1000	320	260	260	320	320
product management qualification	1600	Low	23	0.517866	3.689533	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2400	2900	2400	2900	2400	2900	2400	2400	2400	2400	1900	2400	2400	2400	2400	2400	2400	2400	1900	1900	1900	1900	1600	1900	1600	1900	1900	1900	1900	1600	1300	1600	1300	1600	1300	1600	1300
product management simulation	30	Low	19	0.419344	3.33	30	20	30	20	20	20	20	20	30	20	30	20	20	30	20	20	40	30	30	30	40	20	30	20	40	30	30	30	20	20	50	30	20	20	30	20	30	20	20	40	40	10	20	20	40	10	10	30
product management training	1900	Low	26	1.812819	9.43	1600	1300	1900	1600	1600	1600	1600	1600	1600	1300	1600	1600	1600	1600	1600	1300	1300	1300	1300	1600	1600	1300	1600	1600	1600	1600	1600	1300	1300	1000	1300	1300	1600	1300	1600	1600	1900	12100	1600	1000	1000	880	1900	880	590	720	1600	1300
professional lms	30	Low	31	3.69465	87.04188	20	10	30	20	10	10	10	10	20	20	20	10	20	20	20	30	10	10	20	20	20	10	20	10	20	30	20	10	20	30	30	20	30	30	30	40	50	40	20	20	20	30	70	20	30	30	20	20
program coordinator courses	50	Medium	66	1.299069	7.243135	70	70	50	70	90	70	70	70	70	50	90	70	70	70	90	70	70	70	70	70	110	90	90	90	70	90	90	50	480	590	70	70	50	50	70	50	70	70	50	50	50	50	40	30	40	40	70	50
program management	27100	Low	17	0.709394	8.307619	27100	22200	22200	22200	18100	22200	22200	22200	22200	18100	22200	22200	22200	18100	22200	18100	18100	18100	18100	22200	18100	18100	22200	22200	22200	22200	27100	18100	22200	22200	27100	22200	18100	33100	27100	22200	27100	22200	18100	22200	12100	135000	18100	14800	9900	8100	12100	9900
program management certification	5400	Medium	59	1.68229	10.82	6600	6600	6600	6600	6600	6600	6600	5400	5400	5400	6600	6600	6600	6600	6600	6600	6600	6600	6600	6600	6600	5400	8100	8100	8100	8100	6600	8100	8100	6600	6600	6600	6600	6600	8100	6600	6600	6600	6600	5400	5400	5400	5400	4400	4400	3600	5400	5400
programing course	12100	Low	29	0.479669	6.202643	18100	22200	27100	40500	22200	22200	18100	18100	14800	12100	14800	12100	14800	14800	18100	18100	18100	18100	18100	18100	18100	14800	18100	18100	22200	27100	22200	22200	27100	18100	18100	18100	22200	14800	22200	18100	18100	18100	14800	14800	14800	12100	14800	9900	9900	9900	12100	9900
progressive training development and projects	260	Low	8	0.70095	1.459274	140	90	110	90	140	170	140	90	90	90	210	90	50	140	210	140	170	170	170	210	210	110	390	260	170	210	260	210	260	260	260	260	170	110	390	260	320	260	140	260	210	260	210	260	210	140	480	390
project config	50	Low	1			70	40	70	70	70	90	70	70	70	70	50	70	70	70	70	50	70	70	50	70	90	50	70	70	50	70	70	90	50	50	50	90	70	70	50	70	50	70	50	90	70	40	50	50	30	40	50	50
project finance certification	260	Medium	51	0.619605	4.153432	140	170	170	140	170	170	210	210	170	170	210	170	210	210	210	170	260	210	260	320	260	320	320	320	320	320	320	260	390	390	480	390	260	210	210	210	260	320	260	260	260	260	210	210	260	210	210	210
project leadership course	90	Low	23	1.96	7.226702	70	70	70	70	70	90	70	90	70	50	70	70	110	50	70	90	70	90	110	90	110	70	90	170	170	140	140	90	110	140	170	140	90	70	90	140	210	110	90	140	90	70	70	50	50	50	70	170
project management	301000	Low	14	0.722022	8.811018	368000	301000	368000	368000	301000	368000	368000	368000	368000	301000	450000	368000	368000	301000	368000	301000	301000	368000	368000	368000	368000	301000	368000	368000	368000	368000	368000	301000	301000	301000	301000	301000	246000	246000	301000	301000	301000	246000	246000	201000	201000	201000	246000	301000	368000	246000	368000	450000
project management and business analysis courses	20	Low	15	0.523913	7.60451	20	10	20	10	10	20	10	30	30	20	30	20	20	20	30	30	20	30	20	30	50	20	50	30	40	30	20	40	40	90	720	320	30	10	30	20	10	20	20	10	30	20	10	10	10	10	10	110
project management cert	90500	High	69	1.717323	12	74000	74000	74000	74000	74000	90500	74000	74000	74000	74000	110000	90500	90500	90500	90500	90500	90500	110000	90500	90500	90500	110000	165000	135000	135000	135000	135000	135000	165000	135000	135000	135000	110000	90500	135000	110000	110000	110000	90500	90500	90500	90500	90500	90500	74000	74000	90500	74000
project management certification courses free	70	Medium	54	0.128021	3.34832	20	40	20	50	50	50	30	50	50	40	50	30	30	30	40	30	50	70	50	70	90	90	90	70	70	70	90	70	70	90	70	70	50	70	70	70	90	70	70	90	70	50	50	40	40	50	50	50
project management certification online mit	10					10	10	10	10	10	10	10	10	10	10	10	10	0	10	0	0	10	0	0	10	0	0	0	10	10	0	0	0	0	10	10	10	0	10	0	10	0	10	0	10	10	0	0	10	0	0	0	0
project management certification pmp	90500	High	69	1.717323	12	74000	74000	74000	74000	74000	90500	74000	74000	74000	74000	110000	90500	90500	90500	90500	90500	90500	110000	90500	90500	90500	110000	165000	135000	135000	135000	135000	135000	165000	135000	135000	135000	110000	90500	135000	110000	110000	110000	90500	90500	90500	90500	90500	90500	74000	74000	90500	74000
project management courses by google	170	Medium	60	0.198905	1.23293	140	170	210	210	210	260	210	140	170	260	210	210	260	210	260	170	210	260	210	170	260	260	260	260	260	260	210	260	320	260	260	210	260	210	260	210	210	260	210	140	170	170	140	110	110	140	140	110
project management courses for freshers	10	Medium	43			10	10	20	10	10	10	10	20	10	10	10	10	10	20	10	10	10	20	20	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
project management courses in nigeria	140	Medium	65	0.146201	0.675178	260	210	210	320	320	320	390	320	260	140	210	170	170	170	170	140	170	140	110	110	110	110	170	110	110	90	110	140	110	140	110	110	90	110	140	90	140	170	140	170	140	170	170	170	110	110	170	110
project management free course by google	140	Medium	48	0.093081	4.919481	30	40	50	50	40	90	90	90	70	70	140	90	110	50	90	110	140	140	110	140	170	210	260	260	260	260	320	260	210	260	210	210	210	210	260	210	140	140	170	140	170	140	170	140	70	70	90	50
project management free course with certificate	390	Medium	41	0.079539	2.19	320	390	320	320	320	390	390	390	590	390	320	260	390	320	390	590	590	720	480	590	590	390	590	720	720	590	480	480	590	590	480	390	320	390	480	390	480	390	390	480	390	390	390	210	320	260	320	320
project management learnership	210	Medium	35	0.389555	2.02	90	70	70	70	90	90	90	90	110	70	110	140	110	110	170	90	110	140	110	210	170	90	260	260	170	170	170	390	260	140	140	170	140	90	320	260	170	210	210	260	260	210	140	170	170	110	390	260
project management maturity model	590	Low	9	3.109738	10.282149	1000	1000	1000	880	720	720	880	880	1300	1000	1000	880	1000	1000	1000	720	720	880	1000	880	880	720	1000	880	1000	1000	880	720	590	720	880	720	720	590	590	720	1300	1000	720	590	480	390	720	590	390	320	480	390
project management methodologies	9900	Low	15	0.058817	4.23	14800	12100	14800	12100	12100	14800	14800	14800	14800	9900	14800	14800	14800	14800	14800	12100	12100	12100	14800	14800	14800	12100	14800	14800	14800	14800	14800	14800	14800	12100	12100	14800	12100	9900	12100	12100	14800	12100	9900	9900	9900	8100	9900	8100	6600	5400	6600	6600
project management professional certification	301000	Medium	48	0.820002	4.493942	246000	201000	201000	201000	201000	246000	201000	201000	201000	201000	246000	246000	246000	246000	246000	246000	246000	246000	246000	246000	246000	246000	301000	301000	301000	301000	301000	246000	301000	246000	246000	246000	246000	246000	301000	301000	301000	301000	301000	301000	301000	301000	301000	301000	301000	246000	301000	301000
project management professional online course	3600	Medium	55	1.516472	9.10807	2900	2900	2900	2900	2900	3600	2900	2900	2900	2900	3600	2900	2900	2400	2900	2400	2400	2900	2900	2900	2900	2900	3600	3600	3600	3600	3600	3600	5400	4400	3600	3600	4400	2900	4400	4400	4400	3600	3600	3600	4400	2900	4400	3600	2900	2900	3600	2900
project management professional pmp	246000	Low	33	0.458803	3.052187	301000	246000	246000	246000	246000	301000	301000	301000	301000	246000	301000	301000	301000	246000	301000	301000	301000	301000	301000	301000	301000	301000	368000	301000	301000	301000	368000	301000	301000	301000	301000	301000	301000	246000	301000	301000	301000	301000	301000	246000	301000	246000	246000	246000	246000	246000	301000	246000
project management professional pmp certification free	210	Low	15	0.131096	3.928228	170	70	70	110	260	260	210	140	210	260	390	390	320	210	320	390	390	590	590	590	390	320	480	390	390	480	480	590	590	590	720	720	480	320	480	320	390	320	320	320	320	210	210	70	110	50	70	210
